Code,Name,ICAO,IATA,PositioningFlightPattern,CharterFlightPattern
PKR,Pakker Avio,PKR,,,
PKW,Pak West Airlines,PKW,,,
PKZ,Prime Aviation,PKZ,,,
PLB,Polynesian Blue,PLB,DJ,,
PLC,Police Aviation Services,PLC,,,
PLF,Polish Air Force,PLF,,,
PLG,MBK-S,PLG,,,
PLL,Air Pal,PLL,,,
PLM,Wamos Air,PLM,EB,,
PLN,Planar,PLN,,,
PLR,Northwestern Air,PLR,J3,,
PLS,Aeroflot-Plus,PLS,,,
PLT,South Carolina Aeronautics Commission,PLT,,,
PLU,Pilatus PC-12 Center De Mexico,PLU,,,
PLX,Pool Aviation,PLX,,,
PLY,Puma Linhas Aéreas,PLY,,,
PLZ,Planet Airways,PLZ,,,
PMA,Pan Malaysian Air Transport,PMA,,,
PMC,Primas Courier,PMC,,,
PME,Premiair Fliyng Club,PME,,,
PMI,Primero Transportes Aereos,PMI,,,
PMM,Primair,PMM,,,
PMO,Polar Airlines de Mexico,PMO,,,
PMR,Servicios Aéreos Premier,PMR,,,
PMS,Planemaster Services,PMS,,,
PMT,PMTair,PMT,U4,,
PMU,Premium Aviation,PMU,,,
PMV,Polizeihubschrauberstaffel Mecklenburg-Vorpommern,PMV,,,
PMW,Paramount Airways,PMW,I7,,
PMX,Petroleos Mexicanos,PMX,,,
PMY,Phetchabun Airline,PMY,,,
PNA,Universal Airlines,PNA,,,
PNC,Prince Aviation,PNC,,,.*
PND,Pond Air Express,PND,,,
PNE,Peninter Aérea,PNE,,,
PNG,Puerto Rico National Guard,PNG,,,
PNH,Panh,PNH,,,
PNK,Air Pink,PNK,,,.*
PNL,Aero Personal,PNL,,,
PNM,Panorama,PNM,,,
PNP,Pineapple Air,PNP,,,
PNR,PAN Air,PNR,PV,,
PNS,Survey Udara (Penas),PNS,,,
PNT,Balmoral Central Contracts,PNT,,,
PNU,Aero Servicios Platinum,PNU,,,
PNX,AIS Airlines,PNX,,,
PNY,Polish Navy,PNY,,,
POA,Portuguese Army,POA,,,
POB,Servicios Aéreos Poblanos,POB,,,
POC,Pocono Air Lines,POC,,,
POE,Porter Airlines,POE,PD,,
POF,Police Aux Frontiers,POF,,,
POI,BGB Air,POI,,,
POL,Rikspolisstyrelsen,POL,,,
PON,Portuguese Navy,PON,,,
POR,Porteadora De Cosola,POR,,,
POT,Polet Airlines,POT,,,
POV,Meridian,POV,,,
POW,Hagondale Limited,POW,,,
POY,Apoyo Aéreo,POY,,,
PPA,Propheter Aviation,PPA,,,
PPC,Palau Asia Pacific Airlines,PPC,,,
PPG,Phoenix Air Transport,PPG,,,
PPH,Polizeihubschrauberstaffel Niedersachsen,PPH,,,
PPK,Ramp 66,PPK,,,
PPM,Pacific Pearl Airways,PPM,,,
PPQ,Personas Y Pasquetes Por Air,PPQ,,,
PPS,Butte Aviation,PPS,,,
PPW,Royal Phnom Penh Airways,PPW,RL,,
PQA,Pacific Coast Airlines,PQA,,,
PRA,Pars Aviation Service,PRA,,,
PRC,Pacific Air Charter,PRC,,,
PRD,Presidential Aviation,PRD,,,
PRE,Precision Airlines,PRE,,,
PRF,Precision Air,PRF,PW,,
PRG,Air Prague,PRG,,,.*
PRH,Pro Air,PRH,,,
PRL,Pearl Air,PRL,,,
PRM,Prime Air,PRM,,,
PRN,Pirinair Express,PRN,,,
PRO,Propair,PRO,,,
PRP,PRT Aviation,PRP,,,
PRR,Paramount Airlines,PRR,,,
PRT,Atlantic Coast Jet,PRT,,,
PRV,Provincial Express,PRV,,,
PRW,Primera Air Nordic,PRW,PF,,
PRX,Pradhaan Air Express,PRX,6P,,
PRY,Priority Air Charter,PRY,,,
PSA,Pacific Island Aviation,PSA,,,
PSC,Pascan Aviation,PSC,,,
PSD,President Airlines,PSD,TO,,
PSE,Aeroservicio Sipse,PSE,,,
PSF,Plymouth School of Flying,PSF,,,
PSG,Aviones Para Servirle,PSG,,,
PSH,Red Aviation,PSH,,,
PSI,Pont International Airline Services,PSI,,,
PSK,Prescott,PSK,PM,,
PSL,Aeroservicios Corporativos De San Luis,PSL,,,
PSN,Potosina Del Aire,PSN,,,
PSP,Publiservicios Aéreos,PSP,,,
PSR,Polestar Aviation,PSR,,,
PSS,TSSKB-Progress,PSS,,,
PST,Parsa,PST,,,
PSV,Servicios Aéreos Profesionales,PSV,,,
PSW,Pskovavia,PSW,,,
PSZ,Pro Air Service,PSZ,,,
PTA,Ptarmigan Airways,PTA,,,
PTB,Passaredo Transportes Aéreos,PTB,P3,,
PTC,Patria Cargas Aéreas,PTC,,,
PTD,Aero Servicio Pity,PTD,,,
PTE,Aero Copter,PTE,,,
PTH,Proteus Helicopteres,PTH,,,
PTK,Petropavlovsk-Kamchatsk Air Enterprise,PTK,,,
PTL,Providence Airline,PTL,,,
PTM,Southeastern Airways,PTM,,,
PTN,Platoon Aviation,PTN,,,.*
PTO,North West Geomatics,PTO,,,
PTP,Palau Trans Pacific Airlines,PTP,GP,,
PTQ,Port Townsend Airways,PTQ,,,
PTR,Nova Scotia Department of Lands and Forests,PTR,,,
PTS,Points of Call Airlines,PTS,,,
PTT,Promotora Industria Totolapa,PTT,,,
PTV,Puntavia Air Services,PTV,,,
PTY,Petty Transport,PTY,,,
PUA,PLUNA,PUA,PU,,
PUE,Plus Ultra,PUE,PU,,
PUR,Spurwing Airlines,PUR,,,
PUT,Aeroput,PUT,,,
PUV,Publivoo,PUV,,,
PVA,Aerotransportes Privados,PVA,,,
PVD,Pad Aviation Service GmbH,PVD,,,
PVG,Privilege Style,PVG,P6,,
PVI,Panavia,PVI,,,
PVK,Association of Private Pilots of Kazakhstan,PVK,,,
PVL,PAL Airlines (Canada),PVL,PB,,
PVN,Peruvian Airlines,PVN,P9,,
PVO,Bearing Supplies Limited,PVO,,,
PVU,Peau Vavaʻu,PVU,,,
PWA,Priester Aviation,PWA,,,
PWC,Pratt and Whitney Canada,PWC,,,
PWD,Pan Am World Airways,PWD,,,
PWF,Private Wings Flugcharter,PWF,8W,,.*
PWL,Powell Air,PWL,,,
PXA,Pecotox Air,PXA,,,
PXP,Pacific Air Transport,PXP,,,
PXT,Pacific Coast Jet,PXT,,,
PXX,Aroostook Aviation,PXX,,,
PYC,Aeropycsa,PYC,,,
PYN,Haverfordwest Air Charter Services,PYN,,,
PYR,Pyramid Air Lines,PYR,,,
PYZ,Players Air,PYZ,,,
PZA,Aéreo Taxi Paraza,PZA,,,
Q4,Mastertop Linhas Aéreas,,Q4,,
QAC,Qatar Air Cargo,QAC,,,
QAF,Qatar Amiri Flight,QAF,,,
QAH,Quick Airways Holland,QAH,,,
QAJ,Quick Air Jet Charter,QAJ,,,
QAQ,Qurinea Air Service,QAQ,,,
QAS,Quisqueya Airlines,QAS,,,
QAV,QA Aviation,QAV,,,.*
QAZ,Qazaq Air,QAZ,IQ,,
QCC,Qwest Commuter Corporation,QCC,,,
QCL,Air Class Líneas Aéreas,QCL,QD,,
QDA,Qingdao Airlines,QDA,QW,,
QEA,Aviation Consultancy Office,QEA,,,
QFA,Qantas,QFA,QF,6\d\d\d,
QFX,SPARFELL Malta,QFX,,,
QFZ,Fars Air Qeshm,QFZ,,,
QGA,Windrose Air,QGA,,,
QID,USAF 100th Air Refueling Wing,QID,,,
QJ,Jet Airways,,QJ,,
QJE,QantasLink / National Jet Systems,QJE,QF,6\d\d\d,
QKC,Aero Taxi Aviation,QKC,,,
QLA,Aviation Quebec Labrador,QLA,,,
QLK,QantasLink,QLK,QF,6\d\d\d,
QNA,Queen Air,QNA,,,
QNK,Kabo Air,QNK,N2,,
QNR,QA Aviation,QNR,,,
QNT,Qanot Sharq,QNT,,,
QNZ,Jetconnect,QNZ,,,
QQE,Qatar Executive,QQE,QE,,
QSC,African Safari Airways,QSC,QS,,
QSM,Qeshm Airlines,QSM,QB,,
QSR,Sparkle Roll Jet,QSR,,,
QTR,Qatar Airways,QTR,QR,,
QTX,Quantex Environmental,QTX,,,
QUE,Quebec Government Air Service,QUE,,,
QUI,Aero Quimmco,QUI,,,
QVR,Kvadro Aero,QVR,,,
QWA,Qwestair,QWA,,,
QWL,Qwila Air,QWL,,,
QXE,Horizon Air,QXE,QX,,
R1,Sirin,,R1,,
R6,RACSA,,R6,,
RAA,Rynes Aviation,RAA,,,
RAC,Icar Air,RAC,,,
RAD,Alada,RAD,,,
RAE,Régional Compagnie Aérienne Européenne,RAE,YS,,
RAF,Farnas Aviation Services,RAF,,,
RAG,Regio Air,RAG,,,
RAH,Regent Air,RAH,,,
RAI,Aerotur Air,RAI,,,
RAJ,Raji Airlines,RAJ,,,
RAK,Riga Airclub,RAK,,,
RAL,Roswell Airlines,RAL,,,
RAM,Royal Air Maroc,RAM,AT,,
RAN,Renan,RAN,,,
RAP,Air Center Helicopters,RAP,,,
RAQ,Rath Aviaton,RAQ,,,
RAR,Air Rarotonga,RAR,GZ,,
RAS,Jim Ratliff Air Service,RAS,,,
RAU,Uganda Royal Airways,RAU,,,
RAV,Reed Aviation,RAV,,,
RAX,Royal Air Freight,RAX,,,
RAZ,Rijnmond Air Services,RAZ,,,
RBA,Royal Brunei Airlines,RBA,BI,,
RBB,Rabbit-Air,RBB,,,
RBC,Republicair,RBC,,,
RBD,Trans World Express,RBD,,,
RBE,Aur Rum Benin,RBE,,,
RBG,Air Arabia Egypt,RBG,E5,,
RBH,Regal Bahamas International Airways,RBH,,,
RBJ,Aeroserivios Del Bajio,RBJ,,,
RBN,Red Baron Aviation,RBN,,,
RBR,Siam Airnet,RBR,,,
RBT,Robinton Aero,RBT,,,
RBU,Airbus France,RBU,4Y,,
RBV,Air Roberval,RBV,,,
RBW,Shandong Airlines Rainbow Jet,RBW,,,
RBX,Arubaexel,RBX,,,
RBY,Vision Airlines,RBY,V2,,
RCA,Richland Aviation,RCA,,,
RCB,Real Aero Club De Baleares,RCB,,,
RCC,Air Charters Eelde,RCC,,,
RCD,Real Aeroclub De Ternerife,RCD,,,
RCE,Aerocer,RCE,,,
RCF,Aeroflot-Cargo,RCF,,,
RCG,Royal Air Cargo,RCG,,,
RCH,Air Mobility Command,RCH,MC,.*,
RCI,Air Cassai,RCI,,,
RCJ,Raytheon Corporate Jets,RCJ,,,
RCK,Faroejet,RCK,F6,,
RCO,Aero Renta De Coahuila,RCO,,,
RCP,Aerocorp,RCP,,,
RCQ,Aerolíneas Regionales,RCQ,,,
RCR,ROM Cargo Airlines,RCR,NJ,,
RCT,Ryan Air Service,RCT,7S,,
RCU,Atlantic S.L.,RCU,,,
RCX,Air Service Center,RCX,,,
RCY,Package Express,RCY,,,
RDE,II Lione Alato Arl,RDE,,,
RDK,Irish Air Transport,RDK,,,
RDL,Roadair Lines,RDL,,,
RDM,Air Ada,RDM,,,
RDN,Red Barn Operations,RDN,,.*,
RDP,Eurojet Romania,RDP,,,
RDR,Goodridge (UK) Limited,RDR,,,
RDS,Rhoades Aviation,RDS,,,
RDV,Red Sea Aviation,RDV,,,
RDW,Valair AG (Helicoptere),RDW,,,
RDZ,Rodze Air,RDZ,,,
REA,Red Air,REA,L5,,
REB,Rebus,REB,,,
REC,Trans Reco,REC,,,
RED,International Committee of the Red Cross,RED,,,
REF,Reef Air,REF,,,
REG,Regional Air Services,REG,,,
REI,Ray Aviation,REI,,,
REJ,SA Airlink Regional,REJ,,,
REK,Reem Air,REK,V4,,
REL,Reliance Aviation,REL,,,
REM,Rose Air,REM,,,
REN,Aero-Rent,REN,,,
REO,Rio Airways,REO,,,
RER,Servicio Aéreo Regional Regair,RER,,,
RES,Australian Maritime Safety Authority,RES,,,
REU,Air Austral,REU,UU,,
REV,RVL Aviation,REV,,,
REW,Regional Air Express,REW,,,
REX,Ram Air Freight,REX,,,
REY,Aero-Rey,REY,,,
REZ,Cal-West Aviation,REZ,,,
RFA,Raleigh Flying Service,RFA,,,
RFC,Aero Africa,RFC,,,
RFD,Aerotransportes Rafilher,RFD,,,
RFF,Russian Federation Air Force,RFF,,,
RFI,National Air Traffic Services,RFI,,,
RFL,Interfly,RFL,,,
RFR,Royal Air Force,RFR,RR,,
RFS,Rossair,RFS,,,
RFT,Scoala Superioara De Aviatie Civila,RFT,,,
RFX,J P Hunt Air Carriers,RFX,,,
RGA,Royal Ghanaian Airlines,RGA,,,
RGC,Servicios Aéreos Regiomontanos,RGC,,,
RGE,Regent Airways,RGE,,,
RGL,Regional Air Lines,RGL,FN,,
RGM,Rangemile Limited,RGM,,,
RGN,Cygnus Air,RGN,,,
RGO,Argo,RGO,,,
RGP,River State Government of Nigeria,RGP,,,
RGR,Avior Regional,RGR,3R,,
RGS,Renown Aviation,RGS,,,
RGT,Airbourne School of Flying,RGT,,,
RGY,Regency Airlines,RGY,,,
RHC,Redhill Aviation,RHC,8L,,
RHD,Bond Air Services,RHD,,,
RHH,Redstar Aviation,RHH,,,
RHL,Air Archipels,RHL,,,
RIA,Rich International Airways,RIA,,,
RIC,Richardson's Airway,RIC,,,
RID,Ridder Avia,RID,,,
RIF,Aviation Ministry of the Interior of the Russian Federation,RIF,,,
RIL,Regional Air,RIL,,,
RIM,Rimrock Airlines,RIM,,,
RIO,Rio Linhas Aéreas,RIO,RL,,
RIS,Aeris Gestión,RIS,,,
RIT,Asian Spirit,RIT,6K,,
RIU,Riau Airlines,RIU,,,
RJA,Royal Jordanian,RJA,RJ,,
RJM,Millen Corporation,RJM,,,
RJR,Air CM Global,RJR,,,
RJS,Aeroservicios Jet,RJS,,,
RJT,RA Jet Aeroservicios,RJT,,,
RJZ,Royal Jordanian Air Force,RJZ,,,
RKA,Air Afrique,RKA,,,
RKC,DAS Airlines,RKC,,,
RKM,RAK Airways,RKM,,,
RKS,Phenix Jet,RKS,,,.*
RKT,Rotormotion,RKT,,,
RKW,Rockwell Collins Avionics,RKW,,,
RLA,Airlinair,RLA,AN,,
RLE,Rico Linhas Aéreas,RLE,C7,,
RLH,Ruili Airlines,RLH,DR,,
RLK,Air Nelson,RLK,,,
RLL,Air Leone,RLL,,,
RLM,Royal American Airways,RLM,,,
RLN,Aero Lanka,RLN,,,
RLR,Business Airfreight,RLR,,,
RLS,S-Air,RLS,,,
RLT,Reliant Airlines,RLT,,,
RLU,Rusline,RLU,7R,,
RLV,Real Aviation,RLV,,,
RLX,Go2Sky,RLX,6G,,
RLZ,Air Alize,RLZ,,,
RMA,Rocky Mountain Airways,RMA,,,
RMD,Air Amder,RMD,,,
RMF,Royal Malaysian Air Force,RMF,,,
RMG,Rumugu Air &amp; Space Nigeria,RMG,,,
RMI,Point Airlines,RMI,,,
RMO,Arm-Aero,RMO,,,
RMP,Servicios De Rampa Y Mostrador,RMP,,,
RMS,Tas Aviation,RMS,,,
RMT,Ram Aircraft Corporation,RMT,,,
RMU,"C.S.P., Societe",RMU,,,
RMV,Romavia,RMV,,,
RMX,Air Max,RMX,,,
RMY,Raya Airways,RMY,TH,,
RNA,Nepal Airlines,RNA,RA,,
RNB,Rosneft-Baltika,RNB,,,
RND,Rutland Aviation,RND,,,
RNE,Air Salone,RNE,2O,,
RNG,Orange Aircraft Leasing,RNG,,,
RNM,Aeronem Air Cargo,RNM,,,
RNR,Air Cargo Masters,RNR,,,
RNS,Ronso,RNS,,,
RNV,Armavia,RNV,U8,,
RNX,1Time Airline,RNX,1T,,
ROC,Rocky Mountain Airlines,ROC,,,
ROD,Aerodan,ROD,,,
ROE,Aeroeste,ROE,,,
ROF,Romanian Air Force,ROF,,,
ROG,FundaciÃ³ Rego,ROG,,,
ROH,Aero Gen,ROH,,,
ROI,Avior Airlines,ROI,9V,,
ROJ,Royal Jet,ROJ,,,
ROL,Aeroel Airways,ROL,,,
ROM,Encompass Aviation,ROM,,,
RON,Our Airline,RON,ON,,
ROP,Royal Oman Police,ROP,,,
ROR,Roraima Airways,ROR,,,
ROS,Rossair Europe,ROS,,,
ROT,Tarom,ROT,RO,,
ROU,Air Canada Rouge,ROU,RV,,
ROV,Rover Airways International,ROV,,,
ROW,Nor Aviation,ROW,,,
ROX,Roblex Aviation,ROX,,,
ROY,Conifair Aviation,ROY,,,
RPA,Republic Airways,RPA,YX,,
RPB,Wingo,RPB,P5,,
RPC,Aerolíneas Del Pacífico,RPC,,,
RPH,Republic Express Airlines,RPH,RH,,
RPK,Royal Airlines,RPK,R0,,
RPS,Global Air Charter,RPS,,,
RPX,BAC Express Airlines,RPX,,,
RRA,Royal Rwanda Airlines,RRA,,,
RRB,Aero Club de Castellon,RRB,,,
RRC,Aero Roca,RRC,,,
RRE,Aerotransportes Internacionales De Torreon,RRE,,,
RRF,Royal Air Force,RRF,,,
RRL,Rolls-Royce Limited,RRL,,,
RRO,Aerocredo,RRO,,,
RRR,Royal Air Force,RRR,,,
RRS,Boscombe Down DERA (Formation),RRS,,,
RRT,Transportes Aéreos Sierra,RRT,,,
RRV,Mombasa Air Safari,RRV,,,
RRY,Tbilisi Aviation University,RRY,,,
RRZ,Rollright Aviation,RRZ,,,
RSA,Elisra Airlines,RSA,,,
RSB,Rubystar,RSB,,,.*
RSC,Aerolíneas Ejecutivas Tarascas,RSC,,,
RSD,Russia Special Flight Squadron,RSD,,.*,
RSE,SNAS Aviation,RSE,,,
RSF,Royal Saudi Air Force,RSF,,,
RSH,Air Sahara,RSH,S2,,
RSI,Air Sunshine,RSI,,,
RSJ,RusJet,RSJ,,,
RSK,DSWA,RSK,,,
RSM,Air Somalia,RSM,,,
RSN,Royal Swazi National Airways,RSN,,,
RSP,JetSuite,RSP,,,
RSQ,International SOS WIndhoek,RSQ,,,
RSR,Aero-Service,RSR,BF,,
RSS,Rossair,RSS,,,
RST,Resort Air,RST,,,
RSV,Red Sky Ventures,RSV,,,
RSX,Red Sea Airlines,RSX,,,
RSY,I-Fly,RSY,H5,,
RTE,Aeronorte,RTE,,,
RTH,Artis,RTH,,,
RTM,Trans Am Compania,RTM,,,
RTN,Raytheon Aircraft Company,RTN,,,
RTO,Arhabaev Tourism Airlines,RTO,,,
RTQ,Air Turquoise,RTQ,,,
RTR,Rotatur,RTR,,,
RTS,Relief Transport Services,RTS,,,
RTU,Aerotucan,RTU,,,
RTV,Nortavia,RTV,,,
RUA,Rwanda Airlines,RUA,,,
RUC,Rutaca Airlines,RUC,5R,,
RUD,Air Anastasia,RUD,,,
RUH,Rusich-T,RUH,,,
RUK,Ryanair UK,RUK,RK,,
RUM,Air Rum,RUM,,,
RUN,ACT Havayollari,RUN,9T,,
RUR,Rusaero,RUR,,,
RUT,Reut Airways,RUT,,,
RUZ,Rusuertol,RUZ,,,
RVC,Richards Aviation,RVC,,,
RVE,Airventure,RVE,,,
RVF,Ravn Alaska,RVF,7H,,
RVI,Aero Servicios,RVI,,,
RVL,Airvallee,RVL,,,
RVM,River Ministries Air Charter,RVM,,,
RVN,Ravenair,RVN,,,
RVP,Sevenair Air Services,RVP,,,
RVQ,Aero Jet International,RVQ,,,
RVR,Raven Air,RVR,,,
RVT,Aircompany Veteran,RVT,,,
RWA,Rwanda Airways,RWA,,,
RWB,Alliance Express Rwanda,RWB,,,
RWC,Arrow Ecuador Arrowec,RWC,,,
RWD,Rwandair Express,RWD,WB,,
RWE,Royal West Airlines,RWE,,,
RWG,C&amp;M Airways,RWG,,,
RWL,RWL Luftfahrtgesellschaft,RWL,,,
RWS,Air Whitsunday,RWS,,,
RWY,Aerogroup 98 Limited,RWY,,,
RWZ,Red Wings Airlines,RWZ,WZ,,
RXA,Regional Express,RXA,ZL,,
RXP,Royal Aviation Express,RXP,,,
RXT,Aeroxtra,RXT,,,
RYA,Ryan Air Services,RYA,,,
RYB,Royal Bahrain Airlines,RYB,,,
RYL,Royal Air Philippines,RYL,RW,,
RYN,Ryan International Airlines,RYN,RD,,
RYR,Ryanair,RYR,FR,^\d$,
RYS,Buzz,RYS,RR,,
RYT,Raya Jet,RYT,,,
RYZ,Ryazan State Air Enterprise,RYZ,,,
RZ,Euro Exec Express,,RZ,,
RZA,Jet Fighter Flights,RZA,,,
RZL,Aero Zambia,RZL,,,
RZN,Aero Zano,RZN,,,
RZO,SATA International,RZO,S4,,
RZR,Zephyr Express,RZR,,,
RZV,Z-Avia,RZV,,,
RZZ,Anoka Air Charter,RZZ,,,
S6,Star Air,,S6,,
SAA,South African Airways,SAA,SA,,
SAB,Sky Way Air,SAB,,,
SAC,SASCO Airlines,SAC,,,
SAF,Singapore Air Force,SAF,,,
SAG,SOS Flygambulans,SAG,,,
SAH,Sayakhat Airlines,SAH,,,
SAI,Shaheen Air International,SAI,NL,,
SAM,SAM Colombia,SAM,MM,,
SAN,Servicios Aéreos Nacionales (SAN),SAN,,,
SAO,Sahel Aviation Service,SAO,,,
SAP,Avia Jaynar,SAP,,,
SAQ,Safe Air Company,SAQ,,,
SAR,SprintAir Cargo,SAR,,,
SAS,SAS,SAS,SK,^9\d\d\d$,^70\d\d$
SAT,SATA Air Acores,SAT,SP,,
SAU,United Aviation Services,SAU,,,
SAV,Samal Air,SAV,,,
SAW,Cham Wing Airlines,SAW,6Q,,
SAX,Sabah Air,SAX,,,
SAY,ScotAirways,SAY,,,
SAZ,Swiss Air-Ambulance,SAZ,,,.*
SBA,SOL Linhas Aéreas,SBA,,,
SBB,Steinman Aviation,SBB,,,
SBC,Emoyeni Air Charter,SBC,,,
SBF,Seven Bar Flying Service,SBF,,,
SBG,Sabre Incorporated,SBG,,,
SBH,Aerosaab,SBH,,,
SBI,S7 Airlines,SBI,S7,,
SBJ,Trans Sahara Air,SBJ,,,
SBL,Sobel Airlines of Ghana,SBL,,,
SBM,SkyBahamas,SBM,,,
SBO,Stabo Air,SBO,,,
SBQ,Smithkline Beacham Clinical Labs,SBQ,,,
SBR,Saber Aviation,SBR,,,
SBS,Seaborne Airlines,SBS,BB,,
SBT,Taftan Airlines,SBT,,,
SBU,St Barth Commuter,SBU,PV,,
SBX,North Star Air Cargo,SBX,,,
SBZ,Scibe Airlift,SBZ,,,
SCA,South Central Air,SCA,,,
SCB,Saigon Capital Aircraft Management,SCB,,,
SCC,Seacoast Airlines,SCC,,,
SCD,Associated Aviation,SCD,,,
SCE,Scenic Airlines,SCE,,,
SCF,Socofer,SCF,,,
SCH,CHC Airways,SCH,AW,,
SCI,Servicios Aéreos San Cristóbal,SCI,,,
SCJ,Business Jet Sweden,SCJ,,,
SCK,Sky Cam,SCK,,,
SCL,Switfair Cargo,SCL,,,
SCM,American Jet International,SCM,,,
SCN,South American Airlines,SCN,,,
SCO,Helikopterservice Euro Air,SCO,,,
SCP,Scorpio Aviation,SCP,,,
SCQ,OSM Aviation Academy,SCQ,,.*,
SCR,Si-Chang Flying Service,SCR,,,
SCS,South African Non Scheduled Airways,SCS,,,
SCT,SAAB-Aircraft,SCT,,,
SCU,Air Scorpio,SCU,,,
SCV,Servicios Aéreos Del Centro,SCV,,,
SCW,Braathens Regional Aviation,SCW,TF,,
SCX,Sun Country Airlines,SCX,SY,,
SDA,Sounds Air,SDA,S8,,
SDB,Sukhoi Design Bureau Company,SDB,,,
SDC,Sunrise Airlines,SDC,,,
SDD,Skymaster Air Taxi,SDD,,,
SDE,Q Jets Aviation Ltd.,SDE,,,
SDF,Sundorph Aeronautical Corporation,SDF,,,
SDG,Star Air,SDG,OG,,
SDH,Servicio De Helicopteros,SDH,,,
SDJ,Club 328,SDJ,,,
SDK,SADELCA - Sociedad Aérea Del Caquetá,SDK,,,
SDL,Skydrift,SDL,,,
SDM,Rossiya,SDM,FV,,
SDN,Spirit of Africa Airlines,SDN,,,
SDO,Air Santo Domingo,SDO,EX,,
SDP,Aero Sudpacifico,SDP,,,
SDR,Sundair,SDR,SR,,
SDS,United Kingdom Civil Aviation Authority,SDS,,,
SDU,Sud Airlines,SDU,,,
SDV,Servicios Aéreos Del Vaupes,SDV,,,
SDX,Servicio Tecnico Aero De Mexico,SDX,,,
SDY,Island Express,SDY,2S,,
SDZ,Sudan Pezetel for Aviation,SDZ,,,
SEA,Southeast Air,SEA,,,
SEB,Servicios Aéreos Luce,SEB,,,
SEC,3D Aviation,SEC,,,
SED,Sedona Air Center,SED,,,
SEE,Shaheen Air Cargo,SEE,,,
SEF,Aero Servicios Ejecutivas Del Pacifico,SEF,,,
SEG,Eagle International,SEG,,,
SEH,Sky Express,SEH,,,
SEI,Transportes Aéreos Sierra Madre,SEI,,,
SEJ,Spicejet,SEJ,SG,,
SEK,Skyjet,SEK,,,
SEL,Sentel Corporation,SEL,,,
SEM,Cape Central Airways,SEM,,,
SEN,SevenAir,SEN,UG,,
SEO,Selcon Airlines,SEO,,,
SEP,SereneAir,SEP,ER,,
SEQ,Sky Eyes,SEQ,I6,,
SER,Aero California,SER,JR,,
SES,Servicio Aéreo Saltillo,SES,,,
SET,SAETA,SET,EH,,
SEU,SkyUp Europe,SEU,,,
SEV,Serair Transworld Press,SEV,,,
SEY,Air Seychelles,SEY,HM,,
SFA,SEFA,SFA,,,
SFB,Air Sofia,SFB,,,
SFC,Shuswap Flight Centre,SFC,,,
SFE,Sefofane Air Charters,SFE,,,
SFF,Safewings Aviation Company,SFF,,,
SFG,Sun Freight Logistics,SFG,,,
SFJ,Star Flyer,SFJ,7G,,
SFL,Southflight Aviation,SFL,,,
SFM,A-Safar Air Services,SFM,,,
SFN,Safiran Airlines,SFN,,,
SFP,Safe Air,SFP,,,
SFR,Safair,SFR,FA,,
SFS,Swiss Flight Services,SFS,,,
SFT,Skyfreight,SFT,,,
SFU,Solent Flight,SFU,,,
SFX,S.K. Logistics,SFX,,,
SFY,Gulf Flite Center,SFY,,,
SGA,Air Saigon,SGA,,,
SGB,"Sky King, Inc.",SGB,,,
SGC,Southern Right Air Charter,SGC,,,
SGD,Sky Gate International Aviation,SGD,,,
SGF,STAC Swiss Government Flights,SGF,,,
SGH,Servisair,SGH,,,
SGI,Servicios Aéreos Agrícolas,SGI,,,
SGK,Skyward Aviation,SGK,,,
SGM,Sky Aircraft Service,SGM,,,
SGN,Siam GA,SGN,,,
SGP,Sagolair Transportes Ejecutivos,SGP,,,
SGQ,SaudiGulf Airlines,SGQ,6S,,
SGR,SkyGreece Airlines,SGR,GW,,
SGS,Saskatchewan Government Executive Air Service,SGS,,,
SGT,Skygate,SGT,,,
SGU,Sol del Paraguay Lineas Aereas,SGU,PI,,
SGV,Aerosegovia,SGV,,,
SGX,Saga Airlines,SGX,,,
SGY,Skagway Air Service,SGY,N5,,
SH,Sharp Airlines,,SH,,
SHA,Shree Airlines,SHA,,,
SHB,Shabair,SHB,,,
SHC,Sky Harbor Air Service,SHC,,,
SHD,Sahara Airlines,SHD,,,
SHE,Shell Aircraft,SHE,,,
SHF,Royal Air Force,SHF,,,
SHG,Shoprite Group,SHG,,,
SHH,Sky High,SHH,DO,,
SHI,Sepehran Airlines,SHI,IS,,
SHJ,Sharjah Ruler's Flight,SHJ,,,
SHK,Shorouk Air,SHK,,,
SHL,Samson Aviation,SHL,,,
SHM,Sheltam Aviation,SHM,,,
SHN,Shaheen Airport Services,SHN,,,
SHO,Sheremetyevo-Cargo,SHO,,,
SHP,Service Aerien Francais,SHP,,,
SHQ,Shanghai Airlines Cargo,SHQ,,,
SHR,Shooter Air Courier,SHR,,,
SHS,Shura Air Transport Services,SHS,,,
SHT,British Airways Shuttle,SHT,BA,,
SHU,Sakhalinskie Aviatrassy (SAT),SHU,,,
SHV,Shavano Air,SHV,,,
SHW,Shawnee Airline,SHW,,,
SHX,Slim Aviation Services,SHX,,,
SHY,Sky Airlines,SHY,ZY,,
SIA,Singapore Airlines,SIA,SQ,,
SIB,Sibaviatrans,SIB,5M,,
SID,Sideral Linhas Aéreas,SID,,,
SIE,Sierra Express,SIE,,,
SIF,Air Sial,SIF,PF,,
SIH,Skynet Airlines,SIH,SI,,
SII,Aero Servicios Ejecutivos Internacionales,SII,,,
SIJ,Seco International,SIJ,,,
